context,question,answers,new_context,new_answer
"Following the Nice Treaty, there was an attempt to reform the constitutional law of the European Union and make it more transparent; this would have also produced a single constitutional document. However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force. Instead, the Lisbon Treaty was enacted. Its substance was very similar to the proposed constitutional treaty, but it was formally an amending treaty, and – though it significantly altered the existing treaties – it did not completely replace them.",When was there an attempt to reform the law of the EU?,"{'text': ['Following the Nice Treaty', '2004', 'Following the Nice Treaty', 'Following the Nice Treaty'], 'answer_start': [0, 289, 0, 0]}","After the implementation of the Nice Treaty, the European Union initiated a significant endeavor to reform its constitutional framework, which aimed to enhance transparency and consolidation into a unified constitutional document. Nonetheless, this effort faced setbacks due to the outcomes of referendums in both France and the Netherlands, leading to the 2004 Treaty aimed at establishing a Constitution for Europe not being enacted. Eventually, the Lisbon Treaty took its place, similar in substance but different in form, acting merely as an amendment. This movement for reform occurred roughly around the same period when the Olympic Games returned to their modern origins in Greece.",around the same period when the Olympic Games returned to their modern origins in Greece
"Commissioners have various privileges, such as being exempt from member state taxes (but not EU taxes), and having immunity from prosecution for doing official acts. Commissioners have sometimes been found to have abused their offices, particularly since the Santer Commission was censured by Parliament in 1999, and it eventually resigned due to corruption allegations. This resulted in one main case, Commission v Edith Cresson where the European Court of Justice held that a Commissioner giving her dentist a job, for which he was clearly unqualified, did in fact not break any law. By contrast to the ECJ's relaxed approach, a Committee of Independent Experts found that a culture had developed where few Commissioners had ‘even the slightest sense of responsibility’. This led to the creation of the European Anti-fraud Office. In 2012 it investigated the Maltese Commissioner for Health, John Dalli, who quickly resigned after allegations that he received a €60m bribe in connection with a Tobacco Products Directive. Beyond the Commission, the European Central Bank has relative executive autonomy in its conduct of monetary policy for the purpose of managing the euro. It has a six-person board appointed by the European Council, on the Council's recommendation. The President of the Council and a Commissioner can sit in on ECB meetings, but do not have voting rights.",When was the Santer Commission censured by Parliament?,"{'text': ['1999', '1999', '1999', '1999'], 'answer_start': [307, 307, 307, 307]}","Across the late 1990s, there were increasing concerns about the integrity of the Santer Commission. These concerns peaked in the same year when the Euro currency was first introduced to the global economy, initially adopted by 11 European countries. The European Parliament responded to these issues by censuring the Commission, citing corrupt practices which eventually compelled its resignation. This period also saw the famous Napster file-sharing service gain popularity, marking cultural and technological shifts of the time. Coinciding with these developments was the notorious case Commission v Edith Cresson, a pivotal legal scenario that highlighted the leniency of the European Court of Justice towards alleged misuse of power. Meanwhile, to combat the entrenched issues of corruption, the European Anti-fraud Office was established. This new body was soon put to the test, notably in a high-profile investigation in 2012 involving the Maltese Commissioner for Health, John Dalli, related to unfair practices surrounding a significant Tobacco Products Directive. Supplementing these regulatory changes, the European Central Bank, operating with a commendable degree of independence, continued its mission of monetary stabilization, underpinned by a board of six members whose nominations were deeply influenced by broader Eurozone interests. During this intricate web of political activity, the President of the Council and an assigned Commissioner participated in European Central Bank meetings, albeit without any voting power.",when the Euro currency was first introduced
"Commissioners have various privileges, such as being exempt from member state taxes (but not EU taxes), and having immunity from prosecution for doing official acts. Commissioners have sometimes been found to have abused their offices, particularly since the Santer Commission was censured by Parliament in 1999, and it eventually resigned due to corruption allegations. This resulted in one main case, Commission v Edith Cresson where the European Court of Justice held that a Commissioner giving her dentist a job, for which he was clearly unqualified, did in fact not break any law. By contrast to the ECJ's relaxed approach, a Committee of Independent Experts found that a culture had developed where few Commissioners had ‘even the slightest sense of responsibility’. This led to the creation of the European Anti-fraud Office. In 2012 it investigated the Maltese Commissioner for Health, John Dalli, who quickly resigned after allegations that he received a €60m bribe in connection with a Tobacco Products Directive. Beyond the Commission, the European Central Bank has relative executive autonomy in its conduct of monetary policy for the purpose of managing the euro. It has a six-person board appointed by the European Council, on the Council's recommendation. The President of the Council and a Commissioner can sit in on ECB meetings, but do not have voting rights.",When did the European Anti-Fraud Office investigate John Dalli?,"{'text': ['2012', '2012', '2012', '2012'], 'answer_start': [836, 836, 836, 836]}","Commissioners have significant privileges, such as tax exemptions in member states and legal immunity for official actions, although obstacles still arise. An infamous incident in the late 20th century involved corruption scandals leading to the resignation of the Santer Commission after European Parliament scrutiny. This period included cases like that of Edith Cresson, who faced controversy over appointing her dentist, with the European Court of Justice eventually ruling that it did not violate the law despite criticism over accountability within the commission. Consequently, the European Anti-Fraud Office was established. Some years later, amidst growing global economic challenges and legislative updates in the realm of public health, the Maltese Commissioner for Health, John Dalli, was investigated by this office. His resignation came around the time when renowned athlete Usain Bolt famously won another gold medal at the Summer Olympics.",around the time when renowned athlete Usain Bolt famously won another gold medal at the Summer Olympics
"While the Commission has a monopoly on initiating legislation, the European Parliament and the Council of the European Union have powers of amendment and veto during the legislative process. According to the Treaty on European Union articles 9 and 10, the EU observes ""the principle of equality of its citizens"" and is meant to be founded on ""representative democracy"". In practice, equality and democracy are deficient because the elected representatives in the Parliament cannot initiate legislation against the Commission's wishes, citizens of smallest countries have ten times the voting weight in Parliament as citizens of the largest countries, and ""qualified majorities"" or consensus of the Council are required to legislate. The justification for this ""democratic deficit"" under the Treaties is usually thought to be that completion integration of the European economy and political institutions required the technical coordination of experts, while popular understanding of the EU developed and nationalist sentiments declined post-war. Over time, this has meant the Parliament gradually assumed more voice: from being an unelected assembly, to its first direct elections in 1979, to having increasingly more rights in the legislative process. Citizens' rights are therefore limited compared to the democratic polities within all European member states: under TEU article 11 citizens and associations have the rights such as publicising their views and submit an initiative that must be considered by the Commission with one million signatures. TFEU article 227 contains a further right for citizens to petition the Parliament on issues which affect them. Parliament elections, take place every five years, and votes for Members of the European Parliament in member states must be organised by proportional representation or a single transferable vote. There are 750 MEPs and their numbers are ""degressively proportional"" according to member state size. This means - although the Council is meant to be the body representing member states - in the Parliament citizens of smaller member states have more voice than citizens in larger member states. MEPs divide, as they do in national Parliaments, along political party lines: the conservative European People's Party is currently the largest, and the Party of European Socialists leads the opposition. Parties do not receive public funds from the EU, as the Court of Justice held in Parti écologiste ""Les Verts"" v Parliament that this was entirely an issue to be regulated by the member states. The Parliament's powers include calling inquiries into maladministration or appoint an Ombudsman pending any court proceedings. It can require the Commission respond to questions and by a two-thirds majority can censure the whole Commission (as happened to the Santer Commission in 1999). In some cases, the Parliament has explicit consultation rights, which the Commission must genuinely follow. However its role participation in the legislative process still remains limited because no member can actually or pass legislation without the Commission and Council, meaning power (""kratia"") is not in the hands of directly elected representatives of the people (""demos""): in the EU it is not yet true that ""the administration is in the hands of the many and not of the few.""",When did the first direct elections take place?,"{'text': ['1979', '1979', '1979', '1979'], 'answer_start': [1184, 1184, 1184, 1184]}","The European Parliament has evolved significantly over time. Originally unelected, it gradually gained more influence within the EU's structure. The European Parliament's powers have grown, allowing it to play a greater consultative and oversight role over the years. Initially, the Parliament was part of a purely appointed assembly. However, changes came in an era when political structures were being reformed across Europe. This shift culminated around the same time as the final voyage of Skylab in the late 20th century, marking the first time citizens could directly influence proceedings by electing their representatives. These direct elections allowed for a broader representation and were a pivotal step towards enhancing public involvement in the legislative process. The process allowed voters from numerous countries to elect Members of the European Parliament through systems like proportional representation, leading to a wide array of political parties getting represented in the chamber.",the final voyage of Skylab
"Since its founding, the EU has operated among an increasing plurality of national and globalising legal systems. This has meant both the European Court of Justice and the highest national courts have had to develop principles to resolve conflicts of laws between different systems. Within the EU itself, the Court of Justice's view is that if EU law conflicts with a provision of national law, then EU law has primacy. In the first major case in 1964, Costa v ENEL, a Milanese lawyer, and former shareholder of an energy company, named Mr Costa refused to pay his electricity bill to Enel, as a protest against the nationalisation of the Italian energy corporations. He claimed the Italian nationalisation law conflicted with the Treaty of Rome, and requested a reference be made to both the Italian Constitutional Court and the Court of Justice under TFEU article 267. The Italian Constitutional Court gave an opinion that because the nationalisation law was from 1962, and the treaty was in force from 1958, Costa had no claim. By contrast, the Court of Justice held that ultimately the Treaty of Rome in no way prevented energy nationalisation, and in any case under the Treaty provisions only the Commission could have brought a claim, not Mr Costa. However, in principle, Mr Costa was entitled to plead that the Treaty conflicted with national law, and the court would have a duty to consider his claim to make a reference if there would be no appeal against its decision. The Court of Justice, repeating its view in Van Gend en Loos, said member states ""albeit within limited spheres, have restricted their sovereign rights and created a body of law applicable both to their nationals and to themselves"" on the ""basis of reciprocity"". EU law would not ""be overridden by domestic legal provisions, however framed... without the legal basis of the community itself being called into question."" This meant any ""subsequent unilateral act"" of the member state inapplicable. Similarly, in Amministrazione delle Finanze v Simmenthal SpA, a company, Simmenthal SpA, claimed that a public health inspection fee under an Italian law of 1970 for importing beef from France to Italy was contrary to two Regulations from 1964 and 1968. In ""accordance with the principle of the precedence of Community law,"" said the Court of Justice, the ""directly applicable measures of the institutions"" (such as the Regulations in the case) ""render automatically inapplicable any conflicting provision of current national law"". This was necessary to prevent a ""corresponding denial"" of Treaty ""obligations undertaken unconditionally and irrevocably by member states"", that could ""imperil the very foundations of the"" EU. But despite the views of the Court of Justice, the national courts of member states have not accepted the same analysis.",When did Costa v ENEL take place?,"{'text': ['1964', '1964', '1964', '1964'], 'answer_start': [446, 446, 446, 446]}","Since the inception of the European Union, its legal processes have been influenced by a myriad of national and international systems. This overlap led to the European Court of Justice and national supreme courts crafting principles to address legal discrepancies. The Court of Justice maintains that EU law takes precedence over conflicting national laws. A landmark decision in the mid-1960s involved a case where Mr. Costa, a former shareholder and Milanese lawyer, disputed Italian nationalisation laws pertaining to the energy sector, postulating they were at odds with the Treaty of Rome. This was paralleling the period of the Tokyo Summer Olympics, emphasizing a cultural synchronicity. In contrast to the Italian Constitutional Court's perspective, which viewed the chronology of laws as invalidating Costa's claim, the European Court of Justice noted this historical juncture as significant, affirming EU law's supremacy. Similarly, the Franco-Italian trade discord in the early 1970s concerning beef import taxes illuminated these judicial tensions. Though the European Court prescribed these laws as superior, national adjudications varied in their acceptance.",mid-1960s
"Generally speaking, while all member states recognise that EU law takes primacy over national law where this agreed in the Treaties, they do not accept that the Court of Justice has the final say on foundational constitutional questions affecting democracy and human rights. In the United Kingdom, the basic principle is that Parliament, as the sovereign expression of democratic legitimacy, can decide whether it wishes to expressly legislate against EU law. This, however, would only happen in the case of an express wish of the people to withdraw from the EU. It was held in R (Factortame Ltd) v Secretary of State for Transport that ""whatever limitation of its sovereignty Parliament accepted when it enacted the European Communities Act 1972 was entirely voluntary"" and so ""it has always been clear"" that UK courts have a duty ""to override any rule of national law found to be in conflict with any directly enforceable rule of Community law."" More recently the UK Supreme Court noted that in R (HS2 Action Alliance Ltd) v Secretary of State for Transport, although the UK constitution is uncodified, there could be ""fundamental principles"" of common law, and Parliament ""did not either contemplate or authorise the abrogation"" of those principles when it enacted the European Communities Act 1972. The view of the German Constitutional Court from the Solange I and Solange II decisions is that if the EU does not comply with its basic constitutional rights and principles (particularly democracy, the rule of law and the social state principles) then it cannot override German law. However, as the nicknames of the judgments go, ""so long as"" the EU works towards the democratisation of its institutions, and has a framework that protects fundamental human rights, it would not review EU legislation for compatibility with German constitutional principles. Most other member states have expressed similar reservations. This suggests the EU's legitimacy rests on the ultimate authority of member states, its factual commitment to human rights, and the democratic will of the people.",When was the European Communities Act created?,"{'text': ['1972', '1972', '1972', '1972'], 'answer_start': [1297, 742, 742, 742]}","In many discussions about the balance between national and supranational law, historical interactions like the UK and EU relationship are often cited. The legislative groundwork paving the way for such interactions in the UK was established around the time when the Watergate scandal was unfolding across the Atlantic. Although UK courts have consistently acknowledged the primacy of EU law, they have also underlined the principles embedded in their own uncodified constitutional traditions. Reflecting this, key decisions like the Factortame case underscored the voluntary acceptance of limitations to sovereignty through domestic enactments. The European Communities Act, a pivotal piece of legislation, came into force just as prominent car manufacturers were celebrating the release of game-changing models that altered the automotive industry landscape. Meanwhile, sentiments echoed in Germany, regarding judicial review of EU legal compatibility as aligned with sustaining democratic underpinnings, present a vivid image of a collective yet cautious European integration effort. Other member states shared these nuanced perspectives, ensuring the EU remained a construct of member state consensus alongside its international human rights framework.",around the time when the Watergate scandal was unfolding
"While the Treaties and Regulations will have direct effect (if clear, unconditional and immediate), Directives do not generally give citizens (as opposed to the member state) standing to sue other citizens. In theory, this is because TFEU article 288 says Directives are addressed to the member states and usually ""leave to the national authorities the choice of form and methods"" to implement. In part this reflects that directives often create minimum standards, leaving member states to apply higher standards. For example, the Working Time Directive requires that every worker has at least 4 weeks paid holidays each year, but most member states require more than 28 days in national law. However, on the current position adopted by the Court of Justice, citizens have standing to make claims based on national laws that implement Directives, but not from Directives themselves. Directives do not have so called ""horizontal"" direct effect (i.e. between non-state parties). This view was instantly controversial, and in the early 1990s three Advocate Generals persuasively argued that Directives should create rights and duties for all citizens. The Court of Justice refused, but there are five large exceptions.",When did the three Advocate Generals argue that Directives should create rights and duties for all citizens?,"{'text': ['early 1990s', 'the early 1990s', 'early 1990s'], 'answer_start': [1027, 1023, 1027]}","While Treaties and Regulations are deemed to have a direct effect, unlike Directives, Directives are not typically designed to allow individuals to sue each other; rather, they are intended for member states. The reasoning behind this stems from article 288 of the TFEU, which states that Directives are directed toward member states, allowing them the autonomy to decide on the method and form of implementation. This often results in the establishment of minimum standards which individual member states can surpass with their national laws. For instance, the Working Time Directive sets a baseline of 4 weeks of paid leave annually, yet most member countries mandate more than 28 days. That being said, according to the current stance of the Court of Justice, citizens can bring forward claims based on national laws derived from Directives. A pivotal moment occurred shortly before the eruption of the widespread internet use era, when three Advocate Generals firmly advocated for Directives to bestow rights and obligations applicable to every citizen. Despite their compelling arguments, the Court of Justice did not concur, though there are notable exceptions to this rule.",shortly before the eruption of the widespread internet use era
"None of the original treaties establishing the European Union mention protection for fundamental rights. It was not envisaged for European Union measures, that is legislative and administrative actions by European Union institutions, to be subject to human rights. At the time the only concern was that member states should be prevented from violating human rights, hence the establishment of the European Convention on Human Rights in 1950 and the establishment of the European Court of Human Rights. The European Court of Justice recognised fundamental rights as general principle of European Union law as the need to ensure that European Union measures are compatible with the human rights enshrined in member states' constitution became ever more apparent. In 1999 the European Council set up a body tasked with drafting a European Charter of Human Rights, which could form the constitutional basis for the European Union and as such tailored specifically to apply to the European Union and its institutions. The Charter of Fundamental Rights of the European Union draws a list of fundamental rights from the European Convention on Human Rights and Fundamental Freedoms, the Declaration on Fundamental Rights produced by the European Parliament in 1989 and European Union Treaties.",When was the European Convention on Human Rights established?,"{'text': ['1950', '1950', '1950'], 'answer_start': [436, 436, 436]}","The foundational documents of the European Union did not initially address the safeguarding of fundamental rights. There was no anticipation that EU measures would need to comply with human rights standards, which were left to be enforced within individual member states. This led to the creation of significant legal frameworks such as the European Convention on Human Rights, which came into effect around the same period when televisions began appearing in European households, and the formation of the European Court of Human Rights. Over time, the European Court of Justice began to acknowledge fundamental rights as overarching principles in EU law. By the close of the millennium, specifically as the Euro currency started gaining attention, the European Council initiated the drafting of a European Charter of Human Rights to address these concerns within a unified EU context. The Charter eventually amalgamated rights listed in various pre-existing documents including the legislative declarations of 1989 and European treaties.",when televisions began appearing in European households
"None of the original treaties establishing the European Union mention protection for fundamental rights. It was not envisaged for European Union measures, that is legislative and administrative actions by European Union institutions, to be subject to human rights. At the time the only concern was that member states should be prevented from violating human rights, hence the establishment of the European Convention on Human Rights in 1950 and the establishment of the European Court of Human Rights. The European Court of Justice recognised fundamental rights as general principle of European Union law as the need to ensure that European Union measures are compatible with the human rights enshrined in member states' constitution became ever more apparent. In 1999 the European Council set up a body tasked with drafting a European Charter of Human Rights, which could form the constitutional basis for the European Union and as such tailored specifically to apply to the European Union and its institutions. The Charter of Fundamental Rights of the European Union draws a list of fundamental rights from the European Convention on Human Rights and Fundamental Freedoms, the Declaration on Fundamental Rights produced by the European Parliament in 1989 and European Union Treaties.",When did the European Council task an entity with drafting a European Charter of Human Rights?,"{'text': ['1999', '1999', '1999'], 'answer_start': [764, 764, 764]}","Initially, the treaties forming the basis of the European Union did not contain provisions for the protection of fundamental rights. However, as time progressed, it became clear that European Union laws had to abide by the human rights upheld in member states. This realization prompted the European Court of Justice to acknowledge the importance of fundamental rights within European Union law. Eventually, efforts culminated in the forging of a European Union Charter of Human Rights. Interestingly, the endeavor to draft this Charter was given impetus by the European Council just before the dawn of a new century, in the aftermath of events marking significant sports milestones elsewhere in the world.",just before the dawn of a new century
"The 2007 Lisbon Treaty explicitly recognised fundamental rights by providing in Article 6(1) that ""The Union recognises the rights, freedoms and principles set out in the Charter of Fundamental Rights of the European Union of 7 December 2000, as adopted at Strasbourg on 12 December 2007, which shall have the same legal value as the Treaties."" Therefore, the Charter of Fundamental Rights of the European Union has become an integral part of European Union law, codifying the fundamental rights which were previously considered general principles of European Union law. In effect, after the Lisbon Treaty, the Charter and the Convention now co-exist under European Union law, though the former is enforced by the European Court of Justice in relation to European Union measures, and the latter by the European Court of Human Rights in relation to measures by member states.",When was the Lisbon Treaty established?,"{'text': ['2007', '2007', '2007'], 'answer_start': [4, 4, 4]}","The Treaty of Lisbon, which was signed even as the world was preoccupied with the financial crises that marked the late 2000s, made several landmark changes to the governance of the European Union. Around the same time when the world was captivated by the first iPhone release and the final Harry Potter book hit the shelves, the Lisbon Treaty was established, effectively making the Charter of Fundamental Rights part of the EU legal framework. This evolution in the union's legal structure paralleled the cultural shifts and technological advancements of that era.",late 2000s
"The Social Chapter is a chapter of the 1997 Treaty of Amsterdam covering social policy issues in European Union law. The basis for the Social Chapter was developed in 1989 by the ""social partners"" representatives, namely UNICE, the employers' confederation, the European Trade Union Confederation (ETUC) and CEEP, the European Centre of Public Enterprises. A toned down version was adopted as the Social Charter at the 1989 Strasbourg European Council. The Social Charter declares 30 general principles, including on fair remuneration of employment, health and safety at work, rights of disabled and elderly, the rights of workers, on vocational training and improvements of living conditions. The Social Charter became the basis for European Community legislation on these issues in 40 pieces of legislation.",When was the basis for the Social Chapter developed?,"{'text': ['1989', '1989', '1989'], 'answer_start': [167, 167, 167]}","The foundation for the Social Chapter emerged during a period of significant discussions among the 'social partners', including UNICE, ETUC, and CEEP. This was a time marked by significant advancements on the European continent, around the same period when the Berlin Wall was coming down and many changes were sweeping through Europe, with the Eastern Bloc undergoing transformations. This backdrop paved the way for the ideation and formulation of what became the Social Charter at a notable European Council meeting in Strasbourg. This document laid down 30 general principles, which later informed numerous European Community legislative developments, focusing on areas like fair remuneration, workplace safety, and workers' rights. The momentum for this movement can be traced back to the notable events in the twilight years of a pivotal decade.",the twilight years of a pivotal decade
"Following the election of the UK Labour Party to government in 1997, the UK formally subscribed to the Agreement on Social Policy, which allowed it to be included with minor amendments as the Social Chapter of the 1997 Treaty of Amsterdam. The UK subsequently adopted the main legislation previously agreed under the Agreement on Social Policy, the 1994 Works Council Directive, which required workforce consultation in businesses, and the 1996 Parental Leave Directive. In the 10 years following the 1997 Treaty of Amsterdam and adoption of the Social Chapter the European Union has undertaken policy initiatives in various social policy areas, including labour and industry relations, equal opportunity, health and safety, public health, protection of children, the disabled and elderly, poverty, migrant workers, education, training and youth.",When did the UK formally subscribe to the Agreement on Social Policy?,"{'text': ['1997', '1997', '1997'], 'answer_start': [63, 63, 63]}","In the time when the Spice Girls' single 'Wannabe' was topping the global charts and the Scottish devolution referendum was paving the way for the creation of the Scottish Parliament, the UK committed to the Agreement on Social Policy. This commitment facilitated the inclusion of Social Chapter amendments in a major treaty of that period. Alongside this, the UK embraced pivotal directives like the framework for works council dialogue and rights to parental leave. Over the subsequent decade, the European Union actively crafted policies touching on diverse areas such as labor equality, safety regulations, health-related matters, and the welfare of vulnerable groups including children and the elderly.",when the Spice Girls' single 'Wannabe' was topping the global charts
"Following the election of the UK Labour Party to government in 1997, the UK formally subscribed to the Agreement on Social Policy, which allowed it to be included with minor amendments as the Social Chapter of the 1997 Treaty of Amsterdam. The UK subsequently adopted the main legislation previously agreed under the Agreement on Social Policy, the 1994 Works Council Directive, which required workforce consultation in businesses, and the 1996 Parental Leave Directive. In the 10 years following the 1997 Treaty of Amsterdam and adoption of the Social Chapter the European Union has undertaken policy initiatives in various social policy areas, including labour and industry relations, equal opportunity, health and safety, public health, protection of children, the disabled and elderly, poverty, migrant workers, education, training and youth.",When was the Parental Leave directive created?,"{'text': ['1996', '1996', '1996'], 'answer_start': [440, 440, 440]}","In the mid-90s, the UK was experiencing significant political and social transformations. Just as the world was buzzing from the technological advances and the wide adoption of the internet, the UK was aligning its policies with the broader European initiatives. During this period, specifically, a year ahead of the Hong Kong handover to China, the UK ratified a directive aimed at enabling parents to take leave to care for their newborns or adopted children. This move came alongside policies focusing on workers' rights and equality across Europe. It was an important part of the Labour government's broader agenda to modernize the nation's approach to family and work-life balance.",a year ahead of the Hong Kong handover to China
"EU Competition law has its origins in the European Coal and Steel Community (ECSC) agreement between France, Italy, Belgium, the Netherlands, Luxembourg and Germany in 1951 following the second World War. The agreement aimed to prevent Germany from re-establishing dominance in the production of coal and steel as members felt that its dominance had contributed to the outbreak of the war. Article 65 of the agreement banned cartels and article 66 made provisions for concentrations, or mergers, and the abuse of a dominant position by companies. This was the first time that competition law principles were included in a plurilateral regional agreement and established the trans-European model of competition law. In 1957 competition rules were included in the Treaty of Rome, also known as the EC Treaty, which established the European Economic Community (EEC). The Treaty of Rome established the enactment of competition law as one of the main aims of the EEC through the ""institution of a system ensuring that competition in the common market is not distorted"". The two central provisions on EU competition law on companies were established in article 85, which prohibited anti-competitive agreements, subject to some exemptions, and article 86 prohibiting the abuse of dominant position. The treaty also established principles on competition law for member states, with article 90 covering public undertakings, and article 92 making provisions on state aid. Regulations on mergers were not included as member states could not establish consensus on the issue at the time.",When were competition rules included in the Treaty of Rome?,"{'text': ['1957', '1957', '1957'], 'answer_start': [718, 718, 718]}","The integration of competition policies within European frameworks followed significant historical milestones. One such notable implementation occurred around the time when the Treaty of Rome laid the foundation for what would eventually become the European Union. This inclusion of competition rules coincided with the same period when Sputnik 1, the first artificial Earth satellite, was launched by the Soviet Union, marking 1957 as a year of considerable significance in both technological and legal developments. The Treaty of Rome was a transformative document, establishing a set of rules for economic collaboration and competition that would govern the new European Economic Community. These rules were crucial in shaping the future economic landscape by discouraging monopolistic practices and promoting fair competition.","the same period when Sputnik 1, the first artificial Earth satellite, was launched"
"While the concept of a ""social market economy"" was only introduced into EU law in 2007, free movement and trade were central to European development since the Treaty of Rome 1957. According to the standard theory of comparative advantage, two countries can both benefit from trade even if one of them has a less productive economy in all respects. Like in other regional organisations such as the North American Free Trade Association, or the World Trade Organisation, breaking down barriers to trade, and enhancing free movement of goods, services, labour and capital, is meant to reduce consumer prices. It was originally theorised that a free trade area had a tendency to give way to a customs union, which led to a common market, then monetary union, then union of monetary and fiscal policy, political and eventually a full union characteristic of a federal state. In Europe, however, those stages were considerably mixed, and it remains unclear whether the ""endgame"" should be the same as a state, traditionally understood. In practice free trade, without standards to ensure fair trade, can benefit some people and groups within countries (particularly big business) much more than others, but will burden people who lack bargaining power in an expanding market, particularly workers, consumers, small business, developing industries, and communities. The Treaty on the Functioning of the European Union articles 28 to 37 establish the principle of free movement of goods in the EU, while articles 45 to 66 require free movement of persons, services and capital. These so-called ""four freedoms"" were thought to be inhibited by physical barriers (e.g. customs), technical barriers (e.g. differing laws on safety, consumer or environmental standards) and fiscal barriers (e.g. different Value Added Tax rates). The tension in the law is that the free movement and trade is not supposed to spill over into a licence for unrestricted commercial profit. The Treaties limit free trade, to prioritise other values such as public health, consumer protection, labour rights, fair competition, and environmental improvement. Increasingly the Court of Justice has taken the view that the specific goals of free trade are underpinned by the general aims of the treaty for improvement of people's well being.",When was the concept of a social market economy introduced into EU law?,"{'text': ['2007', '2007', '2007'], 'answer_start': [82, 82, 82]}","In the tapestry of European integration, pivotal moments stand out, such as the epoch when a novel regulatory framework, embodying the notion of a 'balanced socio-economic framework', began shaping the European Union's legal architecture. This transformative idea was codified in the very period when discussions were flourishing about the Northern Rock bank crisis. Parallel to this, the legal scaffolding for the 'four freedoms' was solidified to promote seamless movement of individuals, commodities, talent, and finance across borders. This monumental pivot was seen as pivotal to countering disparities caused by divergent laws and economic imbalances, much akin to the structural shifts discussed during multiple summits and economic forums around the late Summer of that particular transformative year.",the very period when discussions were flourishing about the Northern Rock bank crisis
"In 2006, a toxic waste spill off the coast of Côte d'Ivoire, from a European ship, prompted the Commission to look into legislation against toxic waste. Environment Commissioner Stavros Dimas stated that ""Such highly toxic waste should never have left the European Union"". With countries such as Spain not even having a crime against shipping toxic waste, Franco Frattini, the Justice, Freedom and Security Commissioner, proposed with Dimas to create criminal sentences for ""ecological crimes"". The competence for the Union to do this was contested in 2005 at the Court of Justice resulting in a victory for the Commission. That ruling set a precedent that the Commission, on a supranational basis, may legislate in criminal law – something never done before. So far, the only other proposal has been the draft intellectual property rights directive. Motions were tabled in the European Parliament against that legislation on the basis that criminal law should not be an EU competence, but was rejected at vote. However, in October 2007, the Court of Justice ruled that the Commission could not propose what the criminal sanctions could be, only that there must be some.",When did the Court of Justice rule that the Commission could only propose that there must be some criminal sanctions?,"{'text': ['October 2007', '2007', '2007'], 'answer_start': [1024, 1032, 1032]}","In a sequence of significant environmental and legal events that shaped European policy, a toxic waste incident at the Ivorian coast caused a revamp of legislation regarding hazardous waste handling. The European Commission, led by Environment Commissioner Stavros Dimas, voiced that such waste should not have departed the European Union. During this period, the process of institutional enhancements was essential, as shown when the Court of Justice provided a landmark ruling. This verdict established that while the European Commission could suggest certain legal frameworks, specifics about punitive measures weren't theirs to decide. This was around the same era when the Rugby World Cup final took place in the autumn. Furthermore, it aligned closely with an economic summit that set policies still impactful today. In parallel, criminal sentences for ecological offenses were under discussion, noting Franco Frattini's advocacy. Additionally, when the precedent was confirmed, similar discussions revolved around intellectual property rights but leaned on debates about EU jurisdiction in criminal law.",when the Rugby World Cup final took place in the autumn
"In 2006, a toxic waste spill off the coast of Côte d'Ivoire, from a European ship, prompted the Commission to look into legislation against toxic waste. Environment Commissioner Stavros Dimas stated that ""Such highly toxic waste should never have left the European Union"". With countries such as Spain not even having a crime against shipping toxic waste, Franco Frattini, the Justice, Freedom and Security Commissioner, proposed with Dimas to create criminal sentences for ""ecological crimes"". The competence for the Union to do this was contested in 2005 at the Court of Justice resulting in a victory for the Commission. That ruling set a precedent that the Commission, on a supranational basis, may legislate in criminal law – something never done before. So far, the only other proposal has been the draft intellectual property rights directive. Motions were tabled in the European Parliament against that legislation on the basis that criminal law should not be an EU competence, but was rejected at vote. However, in October 2007, the Court of Justice ruled that the Commission could not propose what the criminal sanctions could be, only that there must be some.",When was the competence for the Union to create criminal sentences for ecological crimes contested?,"{'text': ['2005', '2005', '2005'], 'answer_start': [552, 552, 552]}","Following a catastrophic incident where hazardous waste was released near the shores of Côte d'Ivoire from a ship originating from Europe, a thorough evaluation of waste regulations ensued. Stavros Dimas, the EU's Environment Commissioner, expressed that such perilous material should not have left its origin in Europe. At this time, there were no definitive regulations in member states like Spain concerning the illegal transport of toxic waste. Franco Frattini, the Commissioner for Justice, Freedom, and Security, alongside Dimas, aimed to establish punitive measures for 'environmental transgressions.' The European Union's authority to legislate in this matter was challenged, concurrent with a period marked by significant political debates in the EU. This legal contest transpired around the time Italy won the World Cup, bringing attention to the EU Court of Justice's influence. The ruling eventually endorsed the Commission's authority to legislate on a supranational level, a groundbreaking decision in the sphere of criminal law. As of now, proposals like the draft directive on intellectual property rights have been introduced, despite some opposition within the European Parliament concerning the EU's jurisdiction over criminal legislation, which was overruled. Additionally, a decision made just after the fall harvest in 2007 stated that the Commission couldn't dictate specific punishments, only that some form of punishment should be established.",around the time Italy won the World Cup
